instance_id,severity,task_labels,primary_label,label_count,patch_hunks_total,patch_unrelated,has_excess_patch,tests_total,tests_unrelated,has_excess_test,has_modified_tests,vague_spec_score,legitimacy,suggested_fix,mentioned_entities,recommendations
instance_internetarchive__openlibrary-111347e9583372e8ef91c82e0612ea437ae3a9c9-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,MODERATE,test_mutation;scope_creep,scope_creep,2,27,1,True,2,0,False,True,0.2000,bug,"Introduce MarcFieldBase in openlibrary/catalog/marc/marc_base.py to unify MARC field interfaces across XML and binary parsing, and implement or adjust MarcBase.get_linkage(original, link) so $6-linked",openlibrary/catalog/marc/marc_base.py;get_linkage;MarcFieldBase;MarcBase;DataField;BinaryDataField,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.
instance_future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,MINOR,weak_coverage,weak_coverage,1,6,0,False,7,0,False,True,0.1800,bug,"Parse Alpine package data from `apk list`, package index information, and `apk list --upgradable` to capture binary package details and source-package associations, then use that source/binary mapping",,No contamination signals detected.
instance_gravitational__teleport-6eaaf3a27e64f4ef4ef855bd35d7ec338cf17460-v626ec2a48416b10a88641359a169d99e935ff037,MINOR,scope_creep,scope_creep,1,10,8,True,3,0,False,False,0.0800,feature_request,"Implement a new lib/benchmark/linear.go with a public Linear struct, a (*Linear).GetBenchmark() method that yields successive benchmark configs from LowerBound upward by Step until exceeding UpperBoun",lib/benchmark/linear.go;lib/benchmark/linear_test.go;GetBenchmark;validateConfig;Linear;Config,SCOPE_CREEP: 8 hunk(s) modify code unrelated to the problem description.
instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,MODERATE,wide_tests;weak_coverage,weak_coverage,2,17,1,True,7,0,False,True,0.1800,bug,"Register `tab-select` as the canonical tab-selection command, rename/use the tab completion providers as `tabs` and `other_tabs` instead of `buffer()`/`other_buffer()`, and update help/configuration e",qutebrowser/browser/commands.py;qutebrowser/completion/models/miscmodels.py;tabs;other_tabs;buffer;other_buffer,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.
instance_gravitational__teleport-e6d86299a855687b21970504fbf06f52a8f80c74-vce94f93ad1030e3136852817f2423c1b3ac37bc4,CLEAN,clean,clean,1,6,0,False,4,0,False,False,0.1600,bug,"Make web session renewal able to refresh the user object from the backend and issue new certificates from that refreshed data, using a `ReloadUser` option, while also applying or clearing approved acc",services.ExtractRolesFromCert;services.ExtractAllowedResourcesFromCert;tlsca.FromSubject;WebSessionReq;types.WebSession,No contamination signals detected.
instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,MODERATE,wide_tests;test_mutation;weak_coverage,wide_tests,3,10,0,False,3,2,True,True,0.2800,bug,"Expose an asyncio scheduler as OlAsyncIOScheduler; add a limit_server(allowed_hosts, scheduler) decorator that reads the hostname from os.environ.get(...), supports exact matches, trailing-* prefix wi",scripts/monitoring/haproxy_monitor.py;scripts/monitoring/monitor.py;scripts/monitoring/utils.py;scheduled_job;limit_server;get;get_job;serialize;matches;to_graphite_events;fetch_events;monitor_haproxy;main;get_service_ip;OlAsyncIOScheduler,WIDE_TESTS: 2 UNRELATED tests beyond problem scope.
instance_navidrome__navidrome-b65e76293a917ee2dfc5d4b373b1c62e054d0dca,CLEAN,clean,clean,1,28,0,False,2,0,False,False,0.1600,bug,"Propagate a per-client unique ID from the UI on every request, persist/reuse it through header and cookie middleware, store it in request context, change Broker.SendMessage to accept a context.Context",model/request/request.go;SendMessage;WithClientUniqueId;ClientUniqueIdFrom;middleware.GetReqID;context.Background;set;put;Broker,No contamination signals detected.
instance_internetarchive__openlibrary-25858f9f0c165df25742acf8309ce909773f0cdd-v13642507b4fc1f8d234172bf8129942da2c2ca26,MINOR,weak_coverage,weak_coverage,1,16,0,False,6,0,False,False,0.3500,enhancement,"Move Solr utility functions, configuration loaders, shared state such as `solr_base_url` and `solr_next`, and related helper logic into a new `openlibrary/solr/utils.py` module, then update other modu",openlibrary/solr/update_work.py;openlibrary/solr/utils.py;openlibrary/solr/update_edition.py;scripts/solr_builder/solr_builder/index_subjects.py;conf/openlibrary.yml;get_solr_base_url;set_solr_base_url;get_solr_next;set_solr_next;load_config;solr_insert_documents;solr_update;has_changes;to_solr_requests_json;clear_requests,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492-vnan,MINOR,weak_coverage,weak_coverage,1,15,2,True,9,0,False,False,0.1800,bug,Use non-null current-device and safe user identifiers in device-management flows; standardize per-device client-information event types to io.element.matrix_client_information. plus the device ID; add,src/utils/device/clientInformation.ts;pruneClientInformation;MatrixClient,"SCOPE_CREEP: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 9 circular dependency(ies) — tests [test/voice-broadcast/utils/setUpVoiceBroadcastPreRecording-test.ts | when trying to start a broadcast if there is no connection | should show an info dialog and not set up a pre-recording, test/voice-broadcast/utils/startNewVoiceBroadcastRecording-test.ts | when trying to start a broadcast if there is no connection | should show an info dialog and not start a recording, test/voice-broadcast/models/VoiceBroadcastRecording-test.ts | and calling stop | should send a stopped info event, test/voice-broadcast/models/VoiceBroadcastRecording-test.ts | and another chunk has been recorded, that exceeds the max time | should send a stopped info event, test/voice-broadcast/models/VoiceBroadcastRecording-test.ts | and calling pause | should send a paused info event, test/voice-broadcast/models/VoiceBroadcastRecording-test.ts | and calling toggle | should send a paused info event, test/voice-broadcast/models/VoiceBroadcastRecording-test.ts | and calling resume | should send a resumed info event, test/voice-broadcast/models/VoiceBroadcastRecording-test.ts | and calling toggle | should send a resumed info event, test/components/views/settings/tabs/user/SessionManagerTab-test.tsx | Sign out | removes account data events for devices after sign out] require UNRELATED patch hunks to pass."
instance_protonmail__webclients-2c3559cad02d1090985dba7e8eb5a129144d9811,MINOR,weak_coverage,weak_coverage,1,10,1,True,9,0,False,False,0.1200,bug,"Replace the legacy plan-to-addon mapping and `paidUserAssistantAddonName` usage with `getScribeAddonNameByPlan`, add an optional `addonName` parameter to `paidSingleUserUpsellConfig` and `paidMultiple",paidSingleUserUpsellConfig;paidMultipleUserUpsellConfig;paidUserAssistantAddonName;getScribeAddonNameByPlan;getAssistantUpsellConfig;SelectedPlan,"SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 9 circular dependency(ies) — tests [hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return undefined if the user is a sub user, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return free user config if the user is free without a subscription, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return paid config with yearly and monthly cycles if the user is paid with monthly billing, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return paid config with only yearly cycle if the user is paid with yearly billing, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return paid config with only two years if the user is paid with two years billing, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return paid config if the user is paid with family plan, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return multi config with max members if the user has member but no MaxAI, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return multi config with max AI if the user has member and MaxAI, hooks/assistant/assistantUpsellConfig.test.ts | getAssistantUpsellConfig should return multi config with all existing if the user has member and MaxAI] require UNRELATED patch hunks to pass."
instance_NodeBB__NodeBB-397835a05a8e2897324e566b41c5e616e172b4af-v89631a1cdb318276acb48860c5d78077211397c6,CLEAN,clean,clean,1,4,0,False,1,0,False,False,0.1700,bug,,,No contamination signals detected.
instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,MINOR,weak_coverage,weak_coverage,1,47,0,False,4,0,False,True,0.1800,bug,"Introduce a distinct ErrDisabled type and ErrDisabledf constructor in errors/errors.go, have evaluate return ErrDisabled for disabled flags, have batchEvaluate recognize that condition via errors.As a",errors/errors.go;BatchEvaluate;batchEvaluate;evaluate;ErrDisabledf;Error;errors.As;ErrDisabled;emptypb.Empty,No contamination signals detected.
instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,MODERATE,wide_tests,wide_tests,1,7,0,False,8,5,True,True,0.1200,bug,"Treat absence of `context.flags` as a valid bulk evaluation mode: resolve the namespace from request metadata or default to `default`, list flags for that namespace through a store dependency, evaluat",internal/server/ofrep/evaluation.go;internal/server/ofrep/server.go;internal/cmd/grpc.go;ListFlags;New;NewMockStore;Storer;Server;StoreMock;Bridge;flipt.Flag;storage.ListRequest;storage.NamespaceRequest;storage.ResultSet;zap.Logger,WIDE_TESTS: 5 UNRELATED tests beyond problem scope.
instance_NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10-vd59a5728dfc977f44533186ace531248c2917516,MINOR,weak_coverage,weak_coverage,1,20,0,False,1,0,False,False,0.1500,feature_request,"Replace `restrictChat` with `disableIncomingMessages`, add `chatAllowList` and `chatDenyList` settings, enforce server-side checks in the specified order across direct-message initiation and chat room",src/upgrades/4.3.0/chat_allow_list.js;method,No contamination signals detected.
instance_gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,MINOR,weak_coverage,weak_coverage,1,3,1,True,6,0,False,False,0.1000,feature_request,"Add `DMIInfo` and `OSRelease` structs plus `DMIInfoFromSysfs`, `DMIInfoFromFS`, `ParseOSRelease`, and `ParseOSReleaseFromReader` in `lib/linux`, with DMI readers pulling the specified sysfs files into",/sys/class/dmi/id;/etc/os-release;lib/linux/dmi_sysfs.go;lib/linux/os_release.go;DMIInfoFromSysfs;DMIInfoFromFS;ParseOSRelease;ParseOSReleaseFromReader;trace.Wrap;DMIInfo;OSRelease;fs.FS;io.Reader;bufio.Scanner,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.
instance_NodeBB__NodeBB-f9ce92df988db7c1ae55d9ef96d247d27478bc70-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,MINOR,scope_creep,scope_creep,1,6,5,True,1,0,False,False,0.1400,bug,Add a pre-upload directory existence check that resolves the requested folder against the configured upload path and reject missing directories with the standard `[[error:invalid-path]]` response.,,SCOPE_CREEP: 5 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test/uploads.js | Upload Controllers admin uploads should fail to upload regular file if directory does not exist] require UNRELATED patch hunks to pass.
instance_navidrome__navidrome-8e640bb8580affb7e0ea6225c0bbe240186b6b08,CLEAN,clean,clean,1,14,1,True,1,0,False,False,0.1600,feature_request,Introduce a new `Albums.ToAlbumArtist()` method in the model layer that computes artist attributes directly from album data.,model/album.go;ToAlbumArtist;Album;Albums;Artist;Genre,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [TestModel] require UNRELATED patch hunks to pass.
instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,MINOR,weak_coverage,weak_coverage,1,3,0,False,4,0,False,False,0.1200,bug,"Update parseInstalledPackagesLine so unparseable source RPM filenames add warnings and do not stop processing, and update splitFileName so RPM filenames with an epoch are parsed into the correct binar",parseInstalledPackagesLine;splitFileName;models.Package;models.SrcPackage,No contamination signals detected.
instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,MINOR,weak_coverage,weak_coverage,1,8,4,True,1,0,False,False,0.1000,bug,,Evaluate,SCOPE_CREEP: 4 hunk(s) modify code unrelated to the problem description.
instance_qutebrowser__qutebrowser-0fc6d1109d041c69a68a896db87cf1b8c194cef7-v2ef375ac784985212b1805e1d0431dc8f1b3c171,CLEAN,clean,clean,1,8,0,False,4,0,False,False,0.1200,feature_request,"Add a new `FilePathCategory` in `qutebrowser/completion/models/filepathcategory.py`, integrate it into the URL/`:open` completion model as a `Filesystem` category, and extend configuration/help so `co",qutebrowser/config/configdata.yml;qutebrowser/completion/models/filepathcategory.py;__init_;set_pattern;data;rowCount;FilePathCategory;QObject;QModelIndex,No contamination signals detected.
instance_ansible__ansible-b748edea457a4576847a10275678127895d2f02f-v1055803c3a812189a1133297f7f5468579283f86,MINOR,weak_coverage,weak_coverage,1,15,1,True,5,0,False,False,0.1800,feature_request,Introduce a public `prepare_multipart` helper in `lib/ansible/module_utils/urls.py` to build multipart bodies and headers from structured mappings; use that multipart support in `publish_collection` a,lib/ansible/galaxy/api.py;lib/ansible/module_utils/urls.py;lib/ansible/modules/uri.py;lib/ansible/plugins/action/uri.py;publish_collection;prepare_multipart;_find_needle;AnsibleActionFail;Mapping;TypeError;ValueError;Tuple;Union;Any;str,SCOPE_CREEP: 1 hunk(s) modify code unrelated to the problem description.
instance_gravitational__teleport-0ac7334939981cf85b9591ac295c3816954e287e,MINOR,weak_coverage,weak_coverage,1,13,0,False,1,0,False,False,0.1400,bug,"Collect all database servers that match the requested service, keep that full list in `proxyContext`, randomize candidate order by default with a clock-seeded shuffle but allow tests to inject determi",api/types/databaseserver.go;lib/srv/db/proxyserver.go;String;GetName;DeduplicateDatabaseServers;Connect;DatabaseServerV3;SortedDatabaseServers;DatabaseServer;FakeRemoteSite;ProxyServerConfig;ProxyServer;proxyContext,No contamination signals detected.
instance_gravitational__teleport-b5d8169fc0a5e43fee2616c905c6d32164654dc6,SEVERE,approach_lock;test_mutation;scope_creep,approach_lock,3,10,2,True,10,0,False,True,0.1300,bug,"Update the OSS migration to fetch and modify the existing `admin` role in place, detect prior migration via the `OSSMigratedV6` label, replace it with a downgraded admin role if not yet migrated, skip",NewDowngradedOSSAdminRole;Role;RoleV3,"SCOPE_CREEP: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 3 circular dependency(ies) — tests [TestMigrateOSS/EmptyCluster, TestMigrateOSS/User, TestMigrateOSS/TrustedCluster] require UNRELATED patch hunks to pass."
instance_future-architect__vuls-86b60e1478e44d28b1aff6b9ac7e95ceb05bc5fc,MINOR,weak_coverage,weak_coverage,1,13,0,False,1,0,False,False,0.1400,enhancement,"Add BaseName and IgnoreIPAddresses to ServerInfo, implement isCIDRNotation(host string), enumerateHosts(host string), and hosts(host string, ignores []string) with the specified validation and enumera",isCIDRNotation;enumerateHosts;hosts;ServerInfo,No contamination signals detected.
instance_qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171,MINOR,weak_coverage,weak_coverage,1,2,0,False,28,0,False,False,0.1200,enhancement,"Introduce a public function `parse_duration` in `qutebrowser/utils/utils.py` to parse duration strings into milliseconds, and make the `:later` command use that function while preserving digit-only in",qutebrowser/utils/utils.py;parse_duration,No contamination signals detected.
instance_protonmail__webclients-6dcf0d0b0f7965ad94be3f84971afeb437f25b02,MINOR,weak_coverage,weak_coverage,1,11,0,False,3,0,False,False,0.1200,bug,"Add a dedicated `usePassAliasesSetup` hook and helper module, wire `PassAliasesProvider.tsx` to return the full `PassAliasesProviderReturnedValues` contract, update `PassBridge`/`PassBridgeFactory` de",packages/components/components/drawer/views/SecurityCenter/PassAliases/usePassAliasesProviderSetup.ts;packages/components/components/drawer/views/SecurityCenter/PassAliases/PassAliasesProvider.helpers.ts;packages/components/components/drawer/views/SecurityCenter/PassAliases/interface.ts;packages/pass/lib/bridge/types.ts;PassAliasesProvider.tsx;usePassAliasesSetup;init;getDefault;createDefaultVault;filterPassAliases;fetchPassAliases;getAliasOptions;submitNewAlias;getAllByShareId;getUserAccess,No contamination signals detected.
instance_ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86,MODERATE,wide_tests;test_mutation;weak_coverage,test_mutation,3,37,8,True,19,2,True,True,0.3500,feature_request,"Extend `_parse_requirements_file` to parse collection requirements into `(name, version, type, path)` with git type inference and `#` fragment parsing; update `parse_scm` and `install_collections` to ",requirements.yml;lib/ansible/cli/galaxy.py;lib/ansible/galaxy/collection.py;lib/ansible/utils/galaxy.py;galaxy.yml;galaxy.yaml;MANIFEST.json;FILES.json;_parse_requirements_file;install_collections;install_scm;parse_scm;scm_archive_collection;scm_archive_resource;get_galaxy_metadata_path,"SCOPE_CREEP: 8 hunk(s) modify code unrelated to the problem description.; WIDE_TESTS: 2 UNRELATED tests beyond problem scope.; CROSS_REF: 19 circular dependency(ies) — tests [test_install_missing_metadata_warning, test_install_collection_with_circular_dependency, test_install_collections_from_tar, test_install_collections_existing_without_force, test_require_one_of_collections_requirements_with_collections, test_execute_verify_with_defaults, test_execute_verify, test_collection_install_with_names, test_collection_install_in_collection_dir, test_parse_requirements_with_extra_info, test_collection_install_with_url, test_collection_install_path_with_ansible_collections, test_parse_requirements_with_roles_and_collections, test_collection_install_with_requirements_file, test_parse_requirements_with_collection_source, test_parse_requirements_with_collection_source, test_install_implicit_role_with_collections, test_install_collection_with_roles, test_parse_requirements] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity."
instance_navidrome__navidrome-27875ba2dd1673ddf8affca526b0664c12c3b98b,MINOR,weak_coverage,weak_coverage,1,5,0,False,1,0,False,False,0.1200,enhancement,"Move the MIME type and lossless format definitions into `mime_types.yaml`, load that file during startup via `conf.AddHook`, register all entries from its `types` mapping plus explicit `.js` and `.css",mime_types.yaml;consts/mime_types.go;conf.AddHook,No contamination signals detected.
instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,CLEAN,clean,clean,1,6,0,False,54,0,False,True,0.1000,bug,"In openlibrary/catalog/marc/parse.py, update read_authors to gather creators from 100/110/111/700/710/711 into one structured authors array, never emit contributions, map subfield e to role without tr",openlibrary/catalog/marc/parse.py;read_authors;read_author_person;name_from_list,No contamination signals detected.
